Channel,file generation,SALEDATE,NO.,BRAN_NAME,NO2,EAN,PRODUCT DES,SHORT_DESC,Region,Category,ITEM_DESC_SECONDARY,GROUP2,BRAND TBASE,COMP ,COLOR_DESC,SIZE_DESC,Sales QTY,SALRRP,TAX,SALNOT,SALMRP
EBO,04-07-2025 10:52,05-Apr-25,1699,LS-Ambience Mall-Delhi,1470,9390,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 009,East,Topwear,Shirt,Printed,A1,A2,GREEN,M,1,1763.66,188.96,1574.7,1999
EBO,04-07-2025 10:52,05-Apr-25,1700,LS-Vagas Mall-New Delhi,1471,9391,ELASTIC WAIST BAND CHINO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,BEIGE,32,2,3518.48,377,3141.48,3598
EBO,04-07-2025 10:52,06-Apr-25,1701,LS-Prestige Shantinketan-Bangalore,1472,9392,SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,NAVY,34,-1,-1570.2,-168.24,-1401.96,-1799
EBO,04-07-2025 10:52,06-Apr-25,1702,Oasis - Bangalore,1473,9393,PELICAN  PRINTED CHINO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,BLUE,32,1,1549,165.96,1383.04,1799
EBO,04-07-2025 10:52,05-Apr-25,1703,Phoenix Market City-LS-BLR,1474,9394,KNOTS CROSSES PRINTED CHINO SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,NAVY,34,1,1799,192.76,1606.24,1799
EBO,04-07-2025 10:52,06-Apr-25,1704,ICC Mall-LS-PUNE,1475,9395,HALF SLEEVE PRINTED COTTON LINEN SHIRT,APP 004,East,Topwear,Shirt,Printed,A1,A2,GREEN,L,1,1999,214.18,1784.82,1999
EBO,04-07-2025 10:52,05-Apr-25,1705,Oasis - Bangalore,1476,9396,OVERDYED CARGO SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,OLIVE,34,1,1844.1,197.58,1646.52,2299
EBO,04-07-2025 10:52,05-Apr-25,1706,Pacific - Khayala,1477,9397,CHINO SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,WHITE,30,1,1699,182.04,1516.96,1699
EBO,04-07-2025 10:52,06-Apr-25,1707,Oasis - Bangalore,1478,9398,ELASTIC WAIST BAND CHINO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,WHITE,32,2,3116.5,333.9,2782.6,3598
Eomm,04-07-2025 10:52,06-Apr-25,1708,Citi Centre- Rohini,1479,9399,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 008,East,Topwear,Shirt,Printed,A1,A2,OLIVE,L,1,1749,187.4,1561.6,1999
Eomm,04-07-2025 10:52,05-Apr-25,1709,Vega City Mall-LS-BLR,1480,9400,HALF SLEEVE PRINTED COTTON LINEN SHIRT,APP 009,East,Topwear,Shirt,Printed,A1,A2,BEIGE,XXL,1,1999,214.18,1784.82,1999
Eomm,04-07-2025 10:52,06-Apr-25,1710,Z Square - Kanpur,1481,9401,ELASTIC WAIST BAND CHINO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,BEIGE,30,1,1549,165.96,1383.04,1799
Eomm,04-07-2025 10:52,06-Apr-25,1711,Oasis - Bangalore,1482,9402,CHINO SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,GREEN,36,1,1547.17,165.76,1381.41,1699
Eomm,04-07-2025 10:52,06-Apr-25,1712,Gopalan Signature Mall-Bangalore,1483,9403,CARGO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,OLIVE,38,1,1923.99,206.14,1717.85,2199
Eomm,04-07-2025 10:52,06-Apr-25,1713,LS-Gaur City Mall-Noida,1484,9404,CARGO PANT,APP 003,East,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,30,1,3199,342.76,2856.24,3199
Eomm,04-07-2025 10:52,06-Apr-25,1714,Viva City-Thane,1485,9405,PELICAN  PRINTED CHINO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,BLUE,34,1,1612.77,172.8,1439.97,1799
Eomm,04-07-2025 10:52,06-Apr-25,1715,Ahmedabad-Alpha One Mall,1486,9406,ELASTIC WAIST BAND CHINO SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,WHITE,36,1,1549,165.96,1383.04,1799
Lifestyle,04-07-2025 10:52,05-Apr-25,1716,Phoenix Market City-LS-BLR,1487,9407,PELICAN  PRINTED CHINO SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,BLUE,32,1,1394.1,149.36,1244.74,1799
Lifestyle,04-07-2025 10:52,06-Apr-25,1717,Vega City Mall-LS-BLR,1488,9408,OVERDYED CARGO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,BROWN,30,1,2260.29,242.18,2018.11,2299
Lifestyle,04-07-2025 10:52,05-Apr-25,1718,LS-Phoenix Marketcity-Lucknow,1489,9409,COTTON LYCRA CARGO PANT,APP 008,East,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,32,1,2792.21,299.16,2493.05,3199
Lifestyle,04-07-2025 10:52,05-Apr-25,1719,LS-Sparkle One Mall of Asia-BLR,1490,9410,HALF SLEEVE PRINTED SHIRT,APP 009,East,Topwear,Shirt,Printed,A1,A2,NATURAL,L,1,2199,235.6,1963.4,2199
Lifestyle,04-07-2025 10:52,06-Apr-25,1720,Express Avenue - Chennai,1491,9411,SLUB LOWER,APP 010,East,Bottomwear,Pant,5 Pocket,A1,A2,BEIGE,L,1,2399,257.04,2141.96,2399
Lifestyle,04-07-2025 10:52,05-Apr-25,1721,LS-VR Mall-Nagpur,1492,9412,GEO PRINTED CHINO SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,WHITE,32,1,1799,192.76,1606.24,1799
Lifestyle,04-07-2025 10:52,05-Apr-25,1722,LS-Mall of millennium-Wakad-Pune,1493,9413,CHINO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,WHITE,32,1,1699,182.04,1516.96,1699
Lifestyle,04-07-2025 10:52,06-Apr-25,1723,LS DLF Mall-Noida,1494,9414,OVERDYED CARGO PANTS,APP 003,East,Bottomwear,Pant,5 Pocket,A1,A2,GREY,32,1,3399,364.18,3034.82,3399
Lifestyle,04-07-2025 10:52,05-Apr-25,1724,Pacific - Khayala,1495,9415,COTTON LYCRA CARGO PANT,APP 004,East,Bottomwear,Pant,5 Pocket,A1,A2,GREEN,34,1,3199,342.76,2856.24,3199
Centro,04-07-2025 10:52,05-Apr-25,1725,Pacific - Khayala,1496,9416,ELASTIC WAIST BAND CHINO SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,WHITE,32,1,1549,165.96,1383.04,1799
Centro,04-07-2025 10:52,06-Apr-25,1726,METROPOLIS MALL GURGAON,1497,9417,CORE CARGO PANT TWILL LYCRA,APP 006,East,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,30,1,2100,225,1875,2799
Centro,04-07-2025 10:52,06-Apr-25,1727,Pacific Dehradun,1498,9418,ELASTIC WAIST BAND CHINO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,WHITE,32,1,1706.62,182.86,1523.76,1799
Centro,04-07-2025 10:52,06-Apr-25,1728,Ahmedabad-Alpha One Mall,1499,9419,SHORTS,APP 008,East,Topwear,Jacket,Woven,A1,A2,GREY,36,1,1549,165.96,1383.04,1799
Centro,04-07-2025 10:52,05-Apr-25,1729,Trilium-Amritsar,1500,9420,CORE CARGO PANT TWILL LYCRA,APP 009,East,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,32,1,2437.61,261.18,2176.43,2799
Centro,04-07-2025 10:52,06-Apr-25,1730,Phoenix Market City-LS-BLR,1501,9421,PELICAN  PRINTED CHINO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,BLUE,34,1,1734.71,185.86,1548.85,1799
Centro,04-07-2025 10:52,06-Apr-25,1731,Phoenix Market City-LS-BLR,1502,9422,HALF SLEEVE PRINTED SHIRT,APP 001,East,Topwear,Shirt,Printed,A1,A2,WHITE,M,1,2199,235.6,1963.4,2199
Centro,04-07-2025 10:52,06-Apr-25,1732,ICC Mall-LS-PUNE,1503,9423,CHINO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,WHITE,32,1,1511.5,161.94,1349.56,1699
Centro,04-07-2025 10:52,05-Apr-25,1733,Inorbit - Cyberabad,1504,9424,CHINO SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,GREEN,32,1,1699,182.04,1516.96,1699
mbo,04-07-2025 10:52,06-Apr-25,1734,Pacific - Khayala,1505,9425,CHINO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,WHITE,34,1,1699,182.04,1516.96,1699
mbo,04-07-2025 10:52,06-Apr-25,1735,Phoenix Market City-LS-PUNE,1506,9426,SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,NAVY,36,1,1544.28,165.46,1378.82,1799
mbo,04-07-2025 10:52,06-Apr-25,1736,Phoenix Market City-LS-PUNE,1507,9427,PELICAN  PRINTED CHINO SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,BLUE,34,1,1549,165.96,1383.04,1799
mbo,04-07-2025 10:52,06-Apr-25,1737,LS Cosmos Mall Agra,1508,9428,SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,NAVY,34,1,1549,165.96,1383.04,1799
mbo,04-07-2025 10:52,06-Apr-25,1738,LS-Phoenix Marketcity-Lucknow,1509,9429,ELASTIC WAIST BAND CHINO SHORTS,APP 008,East,Topwear,Jacket,Woven,A1,A2,GREEN,30,1,1619.1,173.48,1445.62,1799
mbo,04-07-2025 10:52,05-Apr-25,1739,LS-Ambience Mall-Delhi,1510,9430,SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,GREY,30,1,1544.28,165.46,1378.82,1799
mbo,04-07-2025 10:52,06-Apr-25,1740,Phoenix Market City Velachery,1511,9431,COTTON LYCRA CARGO PANT,APP 010,East,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,36,1,3199,342.76,2856.24,3199
mbo,04-07-2025 10:52,05-Apr-25,1741,Inorbit - Cyberabad,1512,9432,LINEN LOOK  CARGO POCKET PANT,APP 001,East,Bottomwear,Pant,5 Pocket,A1,A2,WHITE,32,1,2324,249,2075,2699
mbo,04-07-2025 10:52,05-Apr-25,1742,LS-Prestige Shantinketan-Bangalore,1513,9433,HALF SLEEVE PRINTED SHIRT,APP 002,South,Topwear,Shirt,Printed,A1,A2,WHITE,L,1,2199,235.6,1963.4,2199
SIS,04-07-2025 10:52,05-Apr-25,1743,LS-Prestige Shantinketan-Bangalore,1514,9434,GEO PRINTED CHINO SHORTS,APP 003,South,Topwear,Jacket,Woven,A1,A2,GREEN,30,1,1799,192.76,1606.24,1799
SIS,04-07-2025 10:52,06-Apr-25,1744,LS-Prestige Shantinketan-Bangalore,1515,9435,HALF SLEEVE PRINTED COTTON LINEN SHIRT,APP 004,South,Topwear,Shirt,Printed,A1,A2,BEIGE,L,1,1999,214.18,1784.82,1999
SIS,04-07-2025 10:52,06-Apr-25,1745,Phoenix Market City-LS-PUNE,1516,9436,ELASTIC WAIST BAND CHINO SHORTS,APP 005,South,Topwear,Jacket,Woven,A1,A2,WHITE,34,1,1799,192.76,1606.24,1799
SIS,04-07-2025 10:52,05-Apr-25,1746,Phoenix Market City-LS-BLR,1517,9437,SLUB LOWER,APP 006,South,Bottomwear,Pant,5 Pocket,A1,A2,BEIGE,L,1,2093.89,224.34,1869.55,2399
SIS,04-07-2025 10:52,05-Apr-25,1747,LS-Sparkle One Mall of Asia-BLR,1518,9438,HALF SLEEVE PRINTED COTTON LINEN SHIRT,APP 007,South,Topwear,Shirt,Printed,A1,A2,BEIGE,S,1,1999,214.18,1784.82,1999
SIS,04-07-2025 10:52,06-Apr-25,1748,LS-Pacific Mall-Faridabad,1519,9439,HALF SLEEVE PRINTED SLUB VISCOSE SHIRT,APP 008,South,Topwear,Shirt,Printed,A1,A2,WHITE,M,1,1687.88,180.84,1507.04,1799
SIS,04-07-2025 10:52,06-Apr-25,1749,LS-Sparkle One Mall of Asia-BLR,1520,9440,OVERDYED CARGO PANTS,APP 009,South,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,32,1,2951.61,316.24,2635.37,3399
SIS,04-07-2025 10:52,05-Apr-25,1750,Phoenix Market City Velachery,1521,9441,GEO PRINTED CHINO SHORTS,APP 010,South,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1799,192.76,1606.24,1799
SIS,04-07-2025 10:52,05-Apr-25,1751,LS-Ambience Mall-Delhi,1522,9442,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 001,South,Topwear,Shirt,Printed,A1,A2,GREEN,S,1,1826.58,195.7,1630.88,1999
EBO,04-07-2025 10:52,06-Apr-25,1752,Pacific - Khayala,1523,9443,CHINO SHORTS,APP 002,South,Topwear,Jacket,Woven,A1,A2,WHITE,32,1,1699,182.04,1516.96,1699
EBO,04-07-2025 10:52,06-Apr-25,1753,Pacific - Khayala,1524,9444,GEO PRINTED CHINO SHORTS,APP 003,South,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1549,165.96,1383.04,1799
EBO,04-07-2025 10:52,06-Apr-25,1754,ICC Mall-LS-PUNE,1525,9445,ELASTIC WAIST BAND CHINO SHORTS,APP 004,South,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1642.04,175.94,1466.1,1799
EBO,04-07-2025 10:52,06-Apr-25,1755,Express Avenue - Chennai,1526,9446,SLUB LOWER,APP 005,South,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,M,1,2399,257.04,2141.96,2399
EBO,04-07-2025 10:52,05-Apr-25,1756,LS-Mall of millennium-Wakad-Pune,1527,9447,SHORTS,APP 006,South,Topwear,Jacket,Woven,A1,A2,NAVY,34,1,1570.2,168.24,1401.96,1799
EBO,04-07-2025 10:52,05-Apr-25,1757,LS-Mall of millennium-Wakad-Pune,1528,9448,OVERDYED CARGO PANTS,APP 007,South,Bottomwear,Pant,5 Pocket,A1,A2,GREY,34,1,3399,364.18,3034.82,3399
EBO,04-07-2025 10:52,06-Apr-25,1758,Phoenix Market City Velachery,1529,9449,SHORTS,APP 008,South,Topwear,Jacket,Woven,A1,A2,NAVY,32,2,3098,331.92,2766.08,3598
EBO,04-07-2025 10:52,06-Apr-25,1759,Mantri - Bangalore,1530,9450,GEO PRINTED CHINO SHORTS,APP 009,South,Topwear,Jacket,Woven,A1,A2,WHITE,40,1,1549,165.96,1383.04,1799
EBO,04-07-2025 10:52,05-Apr-25,1760,Inorbit - Cyberabad,1531,9451,HALF SLEEVE PRINTED COTTON LINEN SHIRT,APP 010,South,Topwear,Shirt,Printed,A1,A2,BEIGE,M,1,1999,214.18,1784.82,1999
Eomm,04-07-2025 10:52,05-Apr-25,1761,LS-Gaur City Mall-Noida,1532,9452,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 001,South,Topwear,Shirt,Printed,A1,A2,OLIVE,XXL,1,1999,214.18,1784.82,1999
Eomm,04-07-2025 10:52,06-Apr-25,1762,Oasis - Bangalore,1533,9453,KNOTS CROSSES PRINTED CHINO SHORTS,APP 002,South,Topwear,Jacket,Woven,A1,A2,NAVY,32,1,1549,165.96,1383.04,1799
Eomm,04-07-2025 10:52,06-Apr-25,1763,LS-Nexus Seawoods-Mumbai,1534,9454,ELASTIC WAIST BAND CHINO SHORTS,APP 003,South,Topwear,Jacket,Woven,A1,A2,WHITE,34,1,1799,192.76,1606.24,1799
Eomm,04-07-2025 10:52,05-Apr-25,1764,LS-Ambience Mall-Delhi,1535,9455,ELASTIC WAIST BAND CHINO SHORTS,APP 004,South,Topwear,Jacket,Woven,A1,A2,WHITE,30,1,1544.28,165.46,1378.82,1799
Eomm,04-07-2025 10:52,05-Apr-25,1765,Kingston - Goregaon,1536,9456,OVERDYED CARGO SHORTS,APP 005,South,Topwear,Jacket,Woven,A1,A2,NAVY,34,1,2049,219.54,1829.46,2299
Eomm,04-07-2025 10:52,06-Apr-25,1766,LS-Prestige Shantinketan-Bangalore,1537,9457,OVERDYED CARGO SHORTS,APP 006,South,Topwear,Jacket,Woven,A1,A2,NAVY,32,1,2049,219.54,1829.46,2299
Eomm,04-07-2025 10:52,06-Apr-25,1767,Oasis - Bangalore,1538,9458,ELASTIC WAIST BAND CHINO SHORTS,APP 007,South,Topwear,Jacket,Woven,A1,A2,GREEN,34,2,3098,331.92,2766.08,3598
Eomm,04-07-2025 10:52,06-Apr-25,1768,Oasis - Bangalore,1539,9459,SHORTS,APP 008,South,Topwear,Jacket,Woven,A1,A2,GREY,34,1,1641.05,175.82,1465.23,1799
Lifestyle,04-07-2025 10:52,06-Apr-25,1769,METROPOLIS MALL GURGAON,1540,9460,HALF SLEEVE PRINTED SHIRT,APP 009,South,Topwear,Shirt,Printed,A1,A2,WHITE,XL,1,2076.67,222.5,1854.17,2199
Lifestyle,04-07-2025 10:52,06-Apr-25,1770,Citi Centre- Rohini,1541,9461,CARGO SHORTS,APP 010,South,Topwear,Jacket,Woven,A1,A2,BLACK,34,1,2199,235.6,1963.4,2199
Lifestyle,04-07-2025 10:52,05-Apr-25,1771,Phoenix Market City-LS-BLR,1542,9462,GEO PRINTED CHINO SHORTS,APP 001,South,Topwear,Jacket,Woven,A1,A2,WHITE,36,1,1570.2,168.24,1401.96,1799
Lifestyle,04-07-2025 10:52,06-Apr-25,1772,LS-Sparkle One Mall of Asia-BLR,1543,9463,PELICAN  PRINTED CHINO SHORTS,APP 002,South,Topwear,Jacket,Woven,A1,A2,BLUE,38,1,1549,165.96,1383.04,1799
Lifestyle,04-07-2025 10:52,05-Apr-25,1773,Inorbit - Cyberabad,1544,9464,SHORTS,APP 003,South,Topwear,Jacket,Woven,A1,A2,NAVY,34,-1,-1799,-192.76,-1606.24,-1799
Lifestyle,04-07-2025 10:52,05-Apr-25,1774,LS-Vagas Mall-New Delhi,1545,9465,OVERDYED CARGO PANTS,APP 004,South,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,32,1,3399,364.18,3034.82,3399
Lifestyle,04-07-2025 10:52,06-Apr-25,1775,METROPOLIS MALL GURGAON,1546,9466,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 005,South,Topwear,Shirt,Printed,A1,A2,GREEN,XL,1,1799.1,192.76,1606.34,1999
Lifestyle,04-07-2025 10:52,06-Apr-25,1776,Ls-Sports Club Pune,1547,9467,ELASTIC WAIST BAND CHINO SHORTS,APP 006,South,Topwear,Jacket,Woven,A1,A2,WHITE,34,1,1666.66,178.58,1488.08,1799
Lifestyle,04-07-2025 10:52,05-Apr-25,1777,Phoenix Market City-LS-BLR,1548,9468,OVERDYED CARGO SHORTS,APP 007,South,Topwear,Jacket,Woven,A1,A2,GREY,32,1,2049,219.54,1829.46,2299
Centro,04-07-2025 10:52,06-Apr-25,1778,Phoenix Market City-LS-BLR,1549,9469,LINEN LOOK  CARGO POCKET PANT,APP 008,South,Bottomwear,Pant,5 Pocket,A1,A2,WHITE,34,1,2699,289.18,2409.82,2699
Centro,04-07-2025 10:52,05-Apr-25,1779,Sarath City Mall-Hyderabad-LS,1550,9470,CORE CARGO PANT TWILL LYCRA,APP 009,South,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,34,1,2417.18,258.98,2158.2,2799
Centro,04-07-2025 10:52,05-Apr-25,1780,LS-Sparkle One Mall of Asia-BLR,1551,9471,OVERDYED CARGO PANTS,APP 010,South,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,30,1,3399,364.18,3034.82,3399
Centro,04-07-2025 10:52,05-Apr-25,1781,LS-Sparkle One Mall of Asia-BLR,1552,9472,SHORTS,APP 001,South,Topwear,Jacket,Woven,A1,A2,NAVY,32,2,3598,385.52,3212.48,3598
Centro,04-07-2025 10:52,06-Apr-25,1782,Brook Field - Cbt,1553,9473,ELASTIC WAIST BAND CHINO SHORTS,APP 002,South,Topwear,Jacket,Woven,A1,A2,GREEN,32,1,1799,192.76,1606.24,1799
Centro,04-07-2025 10:52,05-Apr-25,1783,Elante-Chandigarh,1554,9474,ELASTIC WAIST BAND CHINO SHORTS,APP 003,South,Topwear,Jacket,Woven,A1,A2,GREEN,32,1,1549,165.96,1383.04,1799
Centro,04-07-2025 10:52,06-Apr-25,1784,Mantri - Bangalore,1555,9475,OVERDYED CARGO SHORTS,APP 004,South,Topwear,Jacket,Woven,A1,A2,BROWN,34,1,2299,246.32,2052.68,2299
Centro,04-07-2025 10:52,06-Apr-25,1785,LS-Ambience Mall-Delhi,1556,9476,HALF SLEEVE PRINTED SHIRT,APP 005,South,Topwear,Shirt,Printed,A1,A2,NATURAL,M,1,1979.01,212.04,1766.97,2199
Centro,04-07-2025 10:52,06-Apr-25,1786,Oasis - Bangalore,1557,9477,SLUB LOWER,APP 006,South,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,M,1,2137.9,229.06,1908.84,2399
mbo,04-07-2025 10:52,06-Apr-25,1787,Viva City-Thane,1558,9478,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 007,South,Topwear,Shirt,Printed,A1,A2,OLIVE,XL,1,1799.1,192.76,1606.34,1999
mbo,04-07-2025 10:52,05-Apr-25,1788,Phoenix Market City-LS-BLR,1559,9479,HALF SLEEVE PRINTED COTTON LINEN SHIRT,APP 008,South,Topwear,Shirt,Printed,A1,A2,GREEN,M,1,1999,214.18,1784.82,1999
mbo,04-07-2025 10:52,06-Apr-25,1789,RMZ Gallaria-Bangalore-LS,1560,9480,HALF SLEEVE PRINTED SHIRT,APP 009,South,Topwear,Shirt,Printed,A1,A2,WHITE,XL,1,2199,235.6,1963.4,2199
mbo,04-07-2025 10:52,06-Apr-25,1790,Phoenix Market City-LS-BLR,1561,9481,LINEN LOOK  CARGO POCKET PANT,APP 010,South,Bottomwear,Pant,5 Pocket,A1,A2,BEIGE,32,1,2699,289.18,2409.82,2699
mbo,04-07-2025 10:52,06-Apr-25,1791,Phoenix Market City-LS-BLR,1562,9482,ELASTIC WAIST BAND CHINO SHORTS,APP 001,South,Topwear,Jacket,Woven,A1,A2,BEIGE,30,1,1799,192.76,1606.24,1799
mbo,04-07-2025 10:52,06-Apr-25,1792,ICC Mall-LS-PUNE,1563,9483,HALF SLEEVE PRINTED SLUB VISCOSE SHIRT,APP 002,South,Topwear,Shirt,Printed,A1,A2,GREEN,L,1,1799,192.76,1606.24,1799
mbo,04-07-2025 10:52,05-Apr-25,1793,LS-Sparkle One Mall of Asia-BLR,1564,9484,SLUB LOWER,APP 003,South,Bottomwear,Pant,5 Pocket,A1,A2,BEIGE,XL,1,2330.42,249.68,2080.74,2399
mbo,04-07-2025 10:52,06-Apr-25,1794,ICC Mall-LS-PUNE,1565,9485,CHINO SHORTS,APP 004,South,Topwear,Jacket,Woven,A1,A2,BLACK,32,1,1511.5,161.94,1349.56,1699
mbo,04-07-2025 10:52,05-Apr-25,1795,MBD Neopolis - Ludhiana,1566,9486,CORE CARGO PANT TWILL LYCRA,APP 005,South,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,36,1,2799,299.9,2499.1,2799
SIS,04-07-2025 10:52,05-Apr-25,1796,Runwal - Mulund,1567,9487,SHORTS,APP 006,South,Topwear,Jacket,Woven,A1,A2,GREY,38,1,1549,165.96,1383.04,1799
SIS,04-07-2025 10:52,06-Apr-25,1797,LS-Sparkle One Mall of Asia-BLR,1568,9488,GEO PRINTED CHINO SHORTS,APP 007,South,Topwear,Jacket,Woven,A1,A2,GREEN,28,1,1799,192.76,1606.24,1799
SIS,04-07-2025 10:52,06-Apr-25,1798,LS-Reach Airia Mall-Gurugram,1569,9489,CORE CARGO PANT TWILL LYCRA,APP 008,South,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,28,1,2799,299.9,2499.1,2799
SIS,04-07-2025 10:52,05-Apr-25,1799,LS-Prestige Shantinketan-Bangalore,1570,9490,PELICAN  PRINTED CHINO SHORTS,APP 009,South,Topwear,Jacket,Woven,A1,A2,LIGHT BLUE,38,1,1549,165.96,1383.04,1799
SIS,04-07-2025 10:52,06-Apr-25,1800,Gopalan Signature Mall-Bangalore,1571,9491,HALF SLEEVE PRINTED COTTON LINEN SHIRT,APP 010,South,Topwear,Shirt,Printed,A1,A2,BEIGE,L,1,1790.68,191.86,1598.82,1999
SIS,04-07-2025 10:52,06-Apr-25,1801,Pacific - Khayala,1572,9492,ELASTIC WAIST BAND CHINO SHORTS,APP 001,South,Topwear,Jacket,Woven,A1,A2,GREEN,38,1,1799,192.76,1606.24,1799
SIS,04-07-2025 10:52,06-Apr-25,1802,LS-Gaur City Mall-Noida,1573,9493,LINEN LOOK  CARGO POCKET PANT,APP 002,South,Bottomwear,Pant,5 Pocket,A1,A2,BEIGE,28,1,2699,289.18,2409.82,2699
SIS,04-07-2025 10:52,06-Apr-25,1803,Phoenix Market City-LS-PUNE,1574,9494,ELASTIC WAIST BAND CHINO SHORTS,APP 003,South,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1574.01,168.64,1405.37,1799
SIS,04-07-2025 10:52,05-Apr-25,1804,Phoenix Market City-LS-BLR,1575,9495,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 004,South,Topwear,Shirt,Printed,A1,A2,OLIVE,XXL,1,1999,214.18,1784.82,1999
EBO,04-07-2025 10:52,06-Apr-25,1805,LS-Pacific Mall-Faridabad,1576,9496,HALF SLEEVE PRINTED SHIRT,APP 005,South,Topwear,Shirt,Printed,A1,A2,NATURAL,L,1,1949,208.82,1740.18,2199
EBO,04-07-2025 10:52,06-Apr-25,1806,Kingston - Goregaon,1577,9497,ELASTIC WAIST BAND CHINO SHORTS,APP 006,South,Topwear,Jacket,Woven,A1,A2,BEIGE,32,1,1799,192.76,1606.24,1799
EBO,04-07-2025 10:52,06-Apr-25,1807,LS-Prestige Shantinketan-Bangalore,1578,9498,OVERDYED CARGO SHORTS,APP 007,South,Topwear,Jacket,Woven,A1,A2,OLIVE,32,1,2049,219.54,1829.46,2299
EBO,04-07-2025 10:52,06-Apr-25,1808,Gopalan Signature Mall-Bangalore,1579,9499,OVERDYED CARGO SHORTS,APP 008,South,Topwear,Jacket,Woven,A1,A2,OLIVE,34,1,2209.82,236.76,1973.06,2299
EBO,04-07-2025 10:52,06-Apr-25,1809,METROPOLIS MALL GURGAON,1580,9500,CORE CARGO PANT TWILL LYCRA,APP 009,South,Bottomwear,Pant,5 Pocket,A1,A2,KHAKI,30,1,2100,225,1875,2799
EBO,04-07-2025 10:52,06-Apr-25,1810,Pacific - Khayala,1581,9501,HALF SLEEVE PRINTED SHIRT,APP 010,South,Topwear,Shirt,Printed,A1,A2,NATURAL,M,1,2199,235.6,1963.4,2199
EBO,04-07-2025 10:52,06-Apr-25,1811,LS-Gaur City Mall-Noida,1582,9502,OVERDYED CARGO SHORTS,APP 001,South,Topwear,Jacket,Woven,A1,A2,BROWN,36,1,1996.39,213.9,1782.49,2299
EBO,04-07-2025 10:52,06-Apr-25,1812,Pacific Dehradun,1583,9503,OVERDYED CARGO PANTS,APP 002,South,Bottomwear,Pant,5 Pocket,A1,A2,GREY,32,1,2999,321.32,2677.68,3399
EBO,04-07-2025 10:52,05-Apr-25,1813,Vega City Mall-LS-BLR,1584,9504,ELASTIC WAIST BAND CHINO SHORTS,APP 003,South,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1549,165.96,1383.04,1799
Eomm,04-07-2025 10:52,05-Apr-25,1814,Phoenix Market City-LS-BLR,1585,9505,SHORTS,APP 004,South,Topwear,Jacket,Woven,A1,A2,GREY,32,2,3193.1,342.12,2850.98,3598
